videoId,title,lengthSeconds,keywords,shortDescription,allowRatings,viewCount,author,isPrivate
Cp2A_gh-ihg,Ahmedabad Plane Crash Shocking VIDEO: Moment Air India Flight With 242 People Crashes Near Ahmedabad,126,ahmedabad plane crash; plane crash; plane crash ahmedabad; air india plane crash; air india crash; plane crash in ahmedabad; plane crash news; ahmedabad flight crash; ahmedabad plane crash today; ahmedabad news; plane crash today; air india crash today; air india flight; flight crash; ahmedabad airport; ahmedabad flight; air india plane crash today; ahmedabad crash; ahmedabad to london flight crash; ahemdabad plane crash; meghaninagar; breaking news; airplane crash,"Ahmedabad Plane Crash Shocking VIDEO: Shocking video footage captures the terrifying moment an Air India Boeing 787 Dreamliner, operating as Flight AI171 from Ahmedabad to London, crashed just minutes after takeoff on Thursday afternoon. The aircraft, carrying 242 people — including 230 passengers and 12 crew members — plunged near the Sardar Vallabhbhai Patel International Airport shortly after its 1:10 PM IST departure. Thick black smoke billowed from the crash site as emergency services rushed to respond. Flight tracking data showed the last signal from the plane (VT-ANB) was received at 1:38 PM IST, suggesting the crash occurred almost immediately after liftoff. Authorities are investigating the cause of the tragic accident.



#AhmedabadPlaneCrash #PlaneCrash #AirIndiaCrash #AirIndiaPlaneCrash #AhmedabadCrash #PlaneCrashToday #BreakingNews #AhmedabadNews #AirIndiaFlight #FlightCrash #AhmedabadAirport #Meghaninagar #AhmedabadToLondon #AirIndiaFlightCrash #AirplaneCrash #planecrashlive 

~HT.178~PR.152~GR.125~ED.346~

-------------------------------------------------------------------------------------------------------------
News that speaks your language – Oneindia App is now live | Click on the below link to download

https://play.google.com/store/apps/details?id=com.greynium.oneindia&hl=en_IN

Welcome to OneIndia. Catch the latest news and updates here, from India and the world. Our team ensures a wide-spectrum coverage. From the corridors of power to the thrill of sports. From engaging live shows, to hosting insightful guests. A dash of entertainment and a dollop of Trendy Tales. 

Stay connected, Stay informed with OneIndia.

Youtube: https://www.youtube.com/channel/UCqTa3sNT6SfiQ2DQK_kuWlA

Like us on Facebook: https://www.facebook.com/oneindianews

Follow us on Instagram: https://www.instagram.com/oneindia_en/

We are there on Twitter: https://twitter.com/Oneindia",TRUE,268390,Oneindia News,FALSE
Jm2QItnHspY,Air India Plane Crash: What Is A Black Box In An Aircraft?,85,AnkitPrerecsFull_Merge; NDTV 24x7; breaking news; current affairs; latest news; live news; ndtv; ndtv live 24x7 english news; top news; Air India Crash; Ahmedabad Crash; Ahmedabad Plane Crash; India Dreamliner; Crash; Plane Crash; Ahmedabad; ndtv_news; Show= Ahmedabad Plane Crash; category= news; TV Clip,"What Does A Black Box Do | An Air India Ahmedabad-London flight took off at 1.39 pm. Under a minute later, it plummeted from an altitude of 625 feet and crashed into a doctors' hostel, with several casualties feared both inside the aircraft and in the building it damaged. The plane erupted into flames, sending thick smoke into the sky. As firefighting and rescue teams work on the spot of the crash, a deeper look into the reason behind it will likely be clear from a small box sitting in a corner of the aircraft - the black box.

#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday 

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.

For Latest Videos, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvh5iPadUPTAg3sxFD_DZpT_

To watch NDTV 24x7's premium shows listed together for your easy access, click here: https://www.youtube.com/@NDTV/playlists?view=50&sort=dd&shelf_id=5

For Ground Reports and Analysis from NDTV's reporters and anchors of day's top news stories, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvgHr6OHiZYKbr_21MOmvk04

For News in Shorts, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvjJ8fhLPk_Fz4tFARkpG-Y-

Subscribe to our channel to get latest news updates.

Follow us on Social Media:
Like us on Facebook: https://www.facebook.com/ndtv/
Follow us on Twitter: https://twitter.com/ndtv/
Follow us on Instagram: https://www.instagram.com/ndtv/
Follow us on WhatsApp: https://whatsapp.com/channel/0029Va4lixw7z4kcvZI9JM12
Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi

Follow us on Google News for Breaking and Latest News Updates:
NDTV: https://bit.ly/3e5ngbP
NDTV India (Hindi News): https://bit.ly/3mNVwMY

Download NDTV Mobile Apps: http://www.ndtv.com/page/apps

#BreakingNews #LatestNews #TodayNews #News #IndiaNews #NDTV #CurrentAffairs",TRUE,255861,NDTV,FALSE
IEyMcrB1EbA,Live: Air India Ahmedabad–London Flight Crashes Minutes After Takeoff,28099,Business Today; Air India crash; Ahmedabad to London flight; plane crash; breaking news; aviation disaster; Ahmedabad news; Air India disaster; passenger flight crash; air safety; aircraft accident; crash after takeoff; rescue operation; Indian aviation; major plane crash; latest news; flight tragedy; Ahmedabad airport; London flight crash; aviation incident; air crash investigation; passenger news; crew safety; aviation emergency; developing news; crash details,"Tragedy struck on Thursday afternoon as an Air India flight headed to London crashed near Ahmedabad airport shortly after take-off. Flight AI171, a Boeing 787-8 Dreamliner, was carrying 230 passengers and 12 crew members when the incident occurred. Civil Aviation Minister Kinjarapu Ram Mohan Naidu is en route to the crash site of the Air India Boeing 787 that went down soon after departing from Ahmedabad’s Sardar Vallabhbhai Patel International Airport.

Air India confirmed the incident involving Flight AI171, which was scheduled to operate from Ahmedabad to London Gatwick. In an official post on X (formerly Twitter), the airline stated: “Flight AI171, operating Ahmedabad-London Gatwick, was involved in an incident today, 12 June 2025. At this moment, we are ascertaining the details and will share further updates at the earliest on airindia.com and on our X handle.” According to flight tracking service Flightradar24, the aircraft lost signal at 08:08:51 UTC, just moments after takeoff. The flight had a total of 242 individuals onboard, including both passengers and crew. A disturbing video has also surfaced, capturing the horrifying moment the aircraft went down, followed by thick black smoke rising into the sky from the crash site.

Stay tuned for verified updates.

#AirIndiaCrash #AhmedabadLondon #PlaneCrash #BreakingNews #AviationDisaster #AirIndia #Ahmedabad #LondonFlight #AviationNews #EmergencyResponse #CrashUpdate #IndianAviation 
-----------------------
Thank You for watching! Do not forget to Like | Comment | Share 
-----------------------
About the channel
Watch us for the best news and views on business, stock markets, crypto currencies, consumer technology, the world of real estate, bullion, automobiles, start-ups and unicorns and  personal finance. Business Today TV will also bring you all you need to know about mutual funds, insurance, loans and pension plans among others.
Follow us at:
Website: https://www.businesstoday.in 
WhatsApp: whatsapp.com/channel/0029Va4Hd309hXFCqY62yD2I
Facebook: https://www.facebook.com/BusinessToday
twitter:  https://twitter.com/business_today
Instagram: https://www.instagram.com/business_today/",TRUE,606508,Business Today,FALSE
xou_f24IrPM,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,136,india today; india today news; india today live; indian news live; india news live; english news; english news live; world news; top news; Gujarat plane crash; ahmedabad London flight; ahmedabad airport; ahmedabad plane crash; air india; air india plane; air india plane crash; aircraft crash; boeing 787; crash landing; emergency landing; emergency services; gujarat crash update; passenger plane crash; plane crash; plane crash Gujarat; residential area plane crash; crash,"In a tragic incident, an Air India flight to London crashed shortly after take-off near the Ahmedabad airport on Thursday afternoon. The flight, a Boeing 787-8 Dreamliner, carried 242 people, including 230 passengers and 12 crew members. Know More.
#airindiacrash #ahmedabadairport #aviationemergency #itwebvideos #indiatoday #flightsafety #aircraftcrash #emergencyresponse #aviationincident #planecrash #london #ahemedabad #airindiacrash #aircraftcrash #airplane #boeing #tragedy #vijayrupani #plane #aviationincident #ndrf #gujrat 

Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video. 

All you need to do is PRESS THE BELL ICON next to the Subscribe button! 

India Today TV is India's leading English News Channel. India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more. 

Stay tuned for latest updates and in-depth analysis of news from India and around the world! 

WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter: https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",TRUE,3034471,India Today,FALSE
GBHmQ_imf8E,Boeing in Hot Water After Air India Plane Crash; Black Box Recovered | Vantage With Palki Sharma,447,firstpost; vantage; palki sharma; vantage palki sharma; first post; firstpost palki sharma; vantage on firstpost; ahmedabad plane crash; gujarat plane crash; ahmedabad London flight; plane crash Gujarat; indian plane crash; gujarat crash; passenger plane crash; Gujarat plane crash; meghani nagar Gujarat; residential area plane crash; meghani nagar plane crash; plane crash in ahmedabad; Ahmedabad aviation incident; airport accident Ahmedabad; ahmedabad mein plane crash; gujarat,"Boeing in Hot Water After Air India Plane Crash; Black Box Recovered | Vantage With Palki Sharma

A devastating tragedy unfolded in Ahmedabad as an Air India Boeing 787 Dreamliner crashed shortly after takeoff, killing 265 people, including students on the ground. With only one miraculous survivor and a nation in mourning, Palki Sharma looks at the human cost, the ongoing investigation, and the urgent questions surrounding aircraft safety.

---

Air India crash | Ahmedabad plane crash | Gujarat air crash | Plane Crash | Air India London flight |  Ahmedabad London Flight | Meghani Nagar Gujarat | Ahmedabad airport | Firstpost | World News | News Live | Vantage | Palki Sharma | News

#airindiacrash #ahmedabad #planecrash #passengerplanecrash #ahmedabadplaneaccidentnews #ahmedabad242passengers #airIndiaahmedabadcrash #breakingnews #gujarat #aviationupdate  #firstpost #vantageonfirstpost #palkisharma #worldnews

Vantage is a ground-breaking news, opinions, and current affairs show from Firstpost. Catering to a global audience, Vantage covers the biggest news stories from a 360-degree perspective, giving viewers a chance to assess the impact of world events through a uniquely Indian lens. 

The show is anchored by Palki Sharma, Managing Editor, Firstpost.

By breaking stereotypes, Vantage aims to challenge conventional wisdom and present an alternative view on global affairs, defying the norm and opening the door to new perspectives. The show goes beyond the headlines to uncover the hidden stories – making Vantage a destination for thought-provoking ideas. 

Vantage airs Monday to Friday at 9 PM IST on Firstpost across all leading platforms.
 ?
Subscribe to Firstpost channel and press the bell icon to get notified when we go live.
https://www.youtube.com/@Firstpost
 
Follow Firstpost on Instagram:
https://www.instagram.com/firstpost/

Follow Firstpost on Facebook:
https://www.facebook.com/firstpostin/

Follow Firstpost on Twitter:
https://twitter.com/firstpost

Follow Firstpost on WhatsApp:
https://www.whatsapp.com/channel/0029Va6zOIrEQIamseyg762V",TRUE,441110,Firstpost,FALSE
t3Sif5W_8NA,"At least one passenger survived the Air India crash, police say",638,latest news; Happening Now; CNN; India Plane Crash; Air India; Boeing 787 Dreamliiner; Ahmedabad; Narendra Modi; India Prime Minister; Dreamliner; Sardar Vallabhbhai Patel International Airport; Gujarat; Mayday; flight AI171; Tata Group; Mary Schiavo; CNN News Central; Tom Foreman; Black Box; Flight Data Recorder; Boris Sanchez; Max Foster; Salma Abdelaziz; Shawn Pruchnicki; Benjamin Katz; London Gatwick Airport,"At least one passenger on board Air India Flight 171 to London Gatwick survived, local police said. The Hindustan Times named the survivor as a British national, Vishwash Kumar Ramesh, and said he was receiving treatment.  #CNN #News",TRUE,1703881,CNN,FALSE
jYcS7DkUWxk,"Air India Crash: The 6 Crew Members India Lost: Stories of Service, Dreams & Sacrifice",675,air india crash; air india crash survivor; air india crew; air india crew members; captain sumit samarwal; captain sumit sawarwal; air india flight; air india flight crash ahmedabad; ahmedabad plane; ahmedabad plane crash; ahmedabad plane crash video; air india plane; air india plane crash; air india plane crash today; ahmedabad plane crash news; gujarat plane crash; ahmedabad news; ahmedabad flight; ahmedabad flight crash; air india plane crash ahmedabad,"From a senior pilot just months away from retirement to a young woman who inspired her entire village — the six crew members aboard the ill-fated Air India flight had stories that touched hearts. Here is the story of Captain Sumeet Sabharwal, Clive Kundar, Deepak Pathak, Nganthoi Sharma, Saineeta Chakravarty, Maithili Patil, and Roshni Songhare — their dedication, dreams, and the legacy they leave behind.

#ahmedabadplanecrash #airindia #airindiaplanecrash #airindiacrash #ahmedabadnews 

The Indian Express covers a wide spectrum of national and international news, including daily updates, political developments, election coverage, gadget and mobile reviews, technology updates, entertainment news, Bollywood trends, sports news and public opinions on daily topics.

The Indian Express's comprehensive coverage extends to global events, providing insightful analysis on international affairs. With a focus on both Indian and global perspectives, the Indian Express delivers top-notch editorial analysis and in-depth reporting. Stay informed with the latest news, trends, explained and expert views from India and around the world.

You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.

Stay Tuned To Indian Express For More Updates: https://indianexpress.com/

Watch Out Our Weekly Shows:
?? Political Pulse - https://youtube.com/playlist?list=PLrDg7LoYgk9yWQFKrxgIIWgWV-Mbq2jwC
?? Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
?? Zero Hour with Derek O' Brien - https://youtube.com/playlist?list=PLrDg7LoYgk9w95L5sHxAhGVlNgsRFhMHq
?? Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
?? UPSC Essentials- https://www.youtube.com/watch?v=TuhtH8j4stw&list=PLrDg7LoYgk9wBTnLuSQmbj1_6U1K6IOYI

#LatestNews #BreakingNews #EnglishNews 

Subscribe to our Channel:
The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:
Facebook: https://www.facebook.com/indianexpress
Twitter: https://twitter.com/indianexpress
Indian Express App: http://indianexpress.com/apps/
Official Website: https://indianexpress.com/",TRUE,1000924,The Indian Express,FALSE
iEbWDDAJ9SY,"Ahmedabad Plane Crash Survivor News Live | Air India Confirms 241 Passengers Killed, Only 1 Survivor",18865,Ahmedabad plane crash; miracle survivor; plane crash survivor interview; India Today live; Air India crash; aviation disaster India; survivor speaks out; aircraft accident 2025; airplane crash survivor; aviation news live; Ahmedabad crash survivor; crash interview India; plane crash coverage; survivor story; India Today exclusive; aviation incident; Air India plane crash; Air India Ahmedabad crash; Air India crash video; Why did AI171 crash; Air India AI171 crash,"Ahmedabad Plane Crash Survivor News Live | Air India Confirms 241 Passengers Killed, Only 1 Survivor

Ramesh Vishwaskumar Bucharvada, who was among the 242 people onboard the ill-fated Air India flight AI171 that crashed today, miraculously survived the accident. Ramesh, 38, was seated in seat 11A -- located right behind an emergency exit -- on the flight that crashed near the Ahmedabad airport on Thursday afternoon, killing more than 200 people. A video taken moments after the crash shows an injured Ramesh walking towards an ambulance as bystanders surround him asking questions about the fate of the others on the plane. 

#boeing787 #boeing787dreamliner #airsafety #injuredpassengers #emergencyresponse #internationalflight #airindia #airport #indianaviation #gatwickairport #londongatwick #242 
#ahmedabadplanecrash #ahmedabadairplanecrash #ahmedabadnews #planecrashnewslive #planecrashnews #gujaratnews #gujaratplanecrashnews #gujaratplanecrashnewslive #indiatodaynews #indiatodaylive #indiatodaylivestream 


Subscribe to India Today for NEW VIDEOS EVERY DAY and make sure to enable Push Notifications so you'll never miss a new video. 

All you need to do is PRESS THE BELL ICON next to the Subscribe button! 

India Today TV is India's leading English News Channel. India Today YouTube channel offers latest news videos on Politics, Business, Cricket, Bollywood, Lifestyle, Auto, Technology, Travel, Entertainment and a lot more. 

Stay tuned for latest updates and in-depth analysis of news from India and around the world! 

WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter: https://twitter.com/IndiaToday 

Facebook: https://www.facebook.com/IndiaToday",TRUE,95431,India Today,FALSE
imL-isoaXe0,British man survives Air India plane crash that kills 290,558,Channel 4 News; latest news; world news; international news; one survivor; india plane crash survivor; india; india plane crash; india plane crash latest; india news; ahmedabad; ahmedabad crash; air india; air india crash; india latest; gatwick airport; c4news; channel 4 new; flight radar; meghani; modi; narendra modi; gujarat; air india plane crash; flight ai1717 crash; flight ai171,"First, a mayday call from the cockpit of Air India flight 171, just moments after take off.  

[Subscribe: https://bit.ly/C4_News_Subscribe]

Then a total loss of communication with air traffic control. 

Seconds later the plane had plunged down onto a built up area just outside the Ahmedabad airport perimeter. 

169 Indian nationals and 53 Britons were on board, making this one of the worst air disasters involving UK nationals since 9/11.

A warning: this report contains distressing scenes from the start.
-------

Get more news at our site - https://www.channel4.com/news/ 

Follow us:
TikTok - https://www.tiktok.com/@c4news
Instagram - https://www.instagram.com/channel4news/
Twitter - https://twitter.com/Channel4News
Facebook - https://www.facebook.com/Channel4News/",TRUE,529289,Channel 4 News,FALSE
fa91YxckmBA,Air India Plane Crash: 241 Killed — Sole Survivor Breaks Silence on DD India,116,dd india doordarshan live dd india live tv dd india online stream; watch dd india live; DD INDIA 24*7; DD India; International news; Doordarshan; Air India crash; Air India plane crash 2025; Air India crash survivor; sole survivor Air India; Air India disaster; Ahmedabad plane crash; aviation accident India; British Indian survivor; plane crash investigation; Air India flight tragedy; aviation safety India; emergency response Air India crash,"The tragic Air India plane crash has claimed 241 lives, with only one survivor — a British national of Indian origin currently receiving treatment in Ahmedabad’s Civil Hospital. The survivor’s remarkable escape offers a rare glimpse into the disaster. Authorities continue investigations as families mourn the devastating loss.


#AirIndiaCrash #PlaneCrash #SoleSurvivor #BritishIndian #Ahmedabad #AviationDisaster #MiracleEscape #BreakingNews #FlightTragedy #AviationSafety #IndiaNews #SurvivorStory",TRUE,1904649,DD India,FALSE
LOOFm3cdBYo,Sole survivor of Air India crash describes the moments after impact,592,latest news; Happening Now; CNN; India Plane Crash; Air India; Boeing 787 Dreamliiner; Ahmedabad; Narendra Modi; India Prime Minister; Dreamliner; Sardar Vallabhbhai Patel International Airport; Gujarat; Mayday; flight AI171; Tata Group; Mary Schiavo; CNN News Central; Black Box; Flight Data Recorder; London Gatwick Airport; Vishwash Kumar Ramesh; Vedika Sud; Boris Sanchez; Brianna Keilar; David Soucie,"Vishwash Kumar Ramesh, the lone survivor of Air India flight that crashed in the city of Ahmedabad, describes the moment he opened his eyes after the plane’s impact.  #CNN #News",TRUE,293171,CNN,FALSE
HhLMuRptMZM,"Air India Crash: Black Box Recovered, PM Visits Site as Death Toll Reaches 265",322,air india crash; air india crash today; air india crash ahmedabad; ahmedabad plane; ahmedabad plane crash; air india plane; air india plane crash; air india plane crash today; ahmedabad plane crash news; ahmedabad plane crash news today; gujarat plane crash; gujarat plane crash news; ahmedabad news; ahmedabad news live; ahmedabad flight news today; ahmedabad flight crash; air india plane crash news; gujarat news; jansatta; hindi news,"A day after Air India flight AI-171 crashed near Ahmedabad, killing at least 265 people, investigators recovered the aircraft’s black box from the wreckage. Initial findings suggest no sabotage, but both engines of the Boeing 787 reportedly failed to generate thrust after takeoff. The aircraft burst into flames after hitting a medical college mess. Among the dead are five MBBS students. One man, Ramesh Vishwaskumar, survived. Prime Minister Narendra Modi visited the crash site and met the injured, calling the tragedy “devastating” and expressing condolences to the families.

#ahmedabadplanecrash #airindiaplanecrash #airindia #airindianews #ahmedabadnews 

The Indian Express covers a wide spectrum of national and international news, including daily updates, political developments, election coverage, gadget and mobile reviews, technology updates, entertainment news, Bollywood trends, sports news and public opinions on daily topics.

The Indian Express's comprehensive coverage extends to global events, providing insightful analysis on international affairs. With a focus on both Indian and global perspectives, the Indian Express delivers top-notch editorial analysis and in-depth reporting. Stay informed with the latest news, trends, explained and expert views from India and around the world.

You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.

Stay Tuned To Indian Express For More Updates: https://indianexpress.com/

Watch Out Our Weekly Shows:
?? Political Pulse - https://youtube.com/playlist?list=PLrDg7LoYgk9yWQFKrxgIIWgWV-Mbq2jwC
?? Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
?? Zero Hour with Derek O' Brien - https://youtube.com/playlist?list=PLrDg7LoYgk9w95L5sHxAhGVlNgsRFhMHq
?? Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
?? UPSC Essentials- https://www.youtube.com/watch?v=TuhtH8j4stw&list=PLrDg7LoYgk9wBTnLuSQmbj1_6U1K6IOYI

#LatestNews #BreakingNews #EnglishNews 

Subscribe to our Channel:
The Indian Express: http://goo.gl/RjJrX0

Subscribe to our Network Channels:
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:
Facebook: https://www.facebook.com/indianexpress
Twitter: https://twitter.com/indianexpress
Indian Express App: http://indianexpress.com/apps/
Official Website: https://indianexpress.com/",TRUE,107332,The Indian Express,FALSE
0qn_BnK6aNE,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,154,hindustan times; ht media; ht news; hindustan; english news; news; latest news; ht; world news; today news,"An Air India flight, en route to London from Ahmedabad, crashed in a residential area, during takeoff. There were reportedly over 200 passengers onboard. Visuals showed a thick plume of smoke emanating from the crash site. Watch the video for full details. 


INDIA NEWS 

#india #ahmedabad #airindia


Hindustan Times Videos brings all the News for the Global Indian under one umbrella. We break down news from across the globe from the unique lens of a Rising India. Tune in for Explainers, Opinions, Analysis and a 360 degree view of big events in India and the World which impact your present and future. 

Follow the Hindustan Times Channel on WhatsApp for News Alerts, Top Stories and Editor picks. Join Us Today - https://www.bit.ly/3PQ4kSv

Subscribe to the Hindustan Times YT channel and press the bell icon to get notified when we go live.

Visit our website https://www.hindustantimes.com/
Follow us on Twitter https://twitter.com/htTweets
Follow us on Facebook https://www.facebook.com/hindustantimes",TRUE,758449,Hindustan Times,FALSE
JNiocrwajTU,"Air India plane crashes after takeoff in Ahmedabad, 'many' killed",66,CNA; Channel NewsAsia,"An Air India plane carrying 217 adults and 11 children crashed minutes after taking off from India’s Ahmedabad on Thursday.  The Boeing 787-8 Dreamliner was bound for London’s Gatwick airport.

Authorities said that ""many people"" were killed and that the plane struck a hostel building for doctors. More details: https://cna.asia/3FQN0e5

Subscribe to our channel here: https://cna.asia/youtubesub 

Visit our website: https://cna.asia
Download our app: https://cna.asia/app

Get our editors' picks of stories via chat apps:
Telegram: https://cna.asia/telegram
WhatsApp: https://cna.asia/whatsapp

Follow us on these platforms:
https://www.facebook.com/channelnewsasia
https://www.instagram.com/channelnewsasia 
https://www.tiktok.com/@channelnewsasia",TRUE,81164,CNA,FALSE
IMXkh-iEYYE,BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel,88,NDTV 24x7; breaking news; current affairs; latest news; live news; ndtv; ndtv live 24x7 english news; top news; Air India Flight; Air India Ahmedabad; Ahmedabad Airplane Crash; Air India Ahmedabad Crash; Air India Plane News; Air India Flight News Today; Show= NDTV Digital Originals; category= news; Digital Teaser; BJ Medical College Ahmedabad,"Multiple pictures have surfaced showing the crashed Air India plane at a medical college in Gujarat's Ahmedabad. The flight, AI171, which was flying from Ahmedabad to London, was carrying 242 passengers and crew members. It crashed shortly after take-off at 1:38 pm on Thursday. Tata-owned Air India said that 169 Indians, 53 British, 1 Canadian and 7 Portuguese were on board the Boeing 787-8 aircraft. The visuals showed a part of the aircraft stuck inside the students' hostel of the BJ Medical College.

#BJMedicalCollegeAhmedabad #BJMedicalCollege #AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile.

For Latest Videos, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvh5iPadUPTAg3sxFD_DZpT_

To watch NDTV 24x7's premium shows listed together for your easy access, click here: https://www.youtube.com/@NDTV/playlists?view=50&sort=dd&shelf_id=5

For Ground Reports and Analysis from NDTV's reporters and anchors of day's top news stories, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvgHr6OHiZYKbr_21MOmvk04

For News in Shorts, click here: https://www.youtube.com/playlist?list=PLYSfYVdrOZvjJ8fhLPk_Fz4tFARkpG-Y-

Subscribe to our channel to get latest news updates.

Follow us on Social Media:
Like us on Facebook: https://www.facebook.com/ndtv/
Follow us on Twitter: https://twitter.com/ndtv/
Follow us on Instagram: https://www.instagram.com/ndtv/
Follow us on WhatsApp: https://whatsapp.com/channel/0029Va4lixw7z4kcvZI9JM12
Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi

Follow us on Google News for Breaking and Latest News Updates:
NDTV: https://bit.ly/3e5ngbP
NDTV India (Hindi News): https://bit.ly/3mNVwMY

Download NDTV Mobile Apps: http://www.ndtv.com/page/apps

#BreakingNews #LatestNews #TodayNews #News #IndiaNews #NDTV #CurrentAffairs",TRUE,1844085,NDTV,FALSE
